means,stds,time
5000.0,4512.0,20.852775812149048
3333.3333333333335,3538.705444399437,20.818382740020752
2500.0,3203.3197623715305,29.493181228637695
2000.0,2861.881059722783,19.185468196868896
1666.6666666666667,2528.402503997776,20.67071294784546
